CustomerID,Title,FirstName,MiddleName,LastName,CompanyName,EmailAddress,Phone
30083,Mr.,Glenn,J.,Track,Active Life Toys,glenn0@adventure-works.com,907-555-0170
30087,Mr.,Billy,J.,Trent,Quick Parts and Service,billy0@adventure-works.com,882-555-0115
30089,Mr.,Michael John,R.,Troyer,Thrifty Parts and Sales,michaeljohn0@adventure-works.com,308-555-0175
30090,Ms.,Christie,J.,Trujillo,A Typical Bike Shop,christie0@adventure-works.com,686-555-0180
30093,Ms.,Phyllis,B.,Tuffield,Fasteners & Bolts Outlet,phyllis3@adventure-works.com,277-555-0182
30094,Mr.,Sairaj,NULL,Uddin,Quantity Discounts,sairaj1@adventure-works.com,767-555-0193
30095,Mr.,Sunil,NULL,Uppal,Swift Cycles,sunil0@adventure-works.com,184-555-0187
30098,Ms.,Esther,K.,Valle,Large Bike Shop,esther0@adventure-works.com,481-555-0131
30100,Mr.,Jessie,E.,Valerio,Wire Baskets and Parts,jessie0@adventure-works.com,103-555-0179
30102,Mr.,Roger,NULL,Van Houten,Sports Store,roger2@adventure-works.com,1 (11) 500 555-0110
30104,Ms.,Rose,M.,Vandenouer,Extended Tours,rose1@adventure-works.com,1 (11) 500 555-0140
30105,Mr.,Gregory,T.,Vanderbout,Convenient Sales and Service,gregory1@adventure-works.com,684-555-0134
30106,Mr.,Michael,NULL,Vanderhyde,Solid Bike Parts,michael25@adventure-works.com,918-555-0141
30107,Ms.,Margaret,J.,Vanderkamp,Permanent Finish Products,margaret2@adventure-works.com,265-555-0143
30108,Ms.,Kara,N.,Vanderlinden,Mercantile Outlet,kara0@adventure-works.com,680-555-0160
30109,Mr.,Nieves,J.,Vargas,Exhilarating Cycles,nieves0@adventure-works.com,371-555-0184
30110,Mr.,Gary,T,Vargas,Exercise Center,gary6@adventure-works.com,112-555-0176
30111,Mr.,Ranjit,Rudra,Varkey Chudukatil,Great Bicycle Supply,ranjit1@adventure-works.com,810-555-0160
30112,Ms.,Patricia,M.,Vasquez,Mail-Order Outlet,patricia2@adventure-works.com,490-555-0132
30113,Mr.,Raja,D.,Venugopal,Nearby Cycle Shop,raja0@adventure-works.com,1 (11) 500 555-0195
30115,Ms.,Dora,P.,Verdad,Retreat Inn,dora0@adventure-works.com,155-555-0140
30116,Ms.,Wanda,F.,Vernon,Technical Parts Manufacturing,wanda0@adventure-works.com,433-555-0168
30117,Mr.,Robert,R.,Vessa,Totes & Baskets Company,robert13@adventure-works.com,560-555-0171
30118,Ms.,Caroline,A.,Vicknair,World of Bikes,caroline0@adventure-works.com,695-555-0158


